Category	category	Item #	SPECIES	SEEDS/OZ	SEEDS/PKT	GERM CODE	packet	1/8 oz	1/4 oz	1/2 oz	ounce	pound	Dormant Bare Roots	Potted 3-Pack	Potted Tray of 32	Potted Tray of 36	Potted Tray of 38	Potted Tray of 50	SPECIES	SUN	SOIL	HT	BLOOM TIME	BLOOM COLOR
Forb	F	AST24F	Symphyotrichum prenanthoides (Crooked-stemmed Aster)	"120,000"	500	"C(60),D"	$3.50	$10.00	$15.00	$25.00	$40.00		$7.00						Symphyotrichum prenanthoides (Crooked-stemmed Aster)	Full to Partial	Medium-Wet to Medium	3ft	August September October	Purple
Forb	F	AST28F	Symphyotrichum puniceum (Swamp Aster)	"105,000"	500	C(60)	$3.50	$10.00	$15.00	$25.00								$169.00	Symphyotrichum puniceum (Swamp Aster)	Full to Partial	Wet to Medium-Wet	5ft	August September October	Blue
Forb	F	AST30F	Symphyotrichum sericeum (Silky Aster)	"32,000"	300	C(60)	$3.50	$10.00	$15.00	$25.00	$40.00			$21.00				$169.00	Symphyotrichum sericeum (Silky Aster)	Full to Partial	Medium-Dry to Dry	12in	September October	Purple
Forb	F	AST31F	Symphyotrichum shortii (Short's Aster)	"55,000"	200	C(30)	$3.50										$169.00	$169.00	Symphyotrichum shortii (Short's Aster)	Partial to Shade	Medium to Medium-Dry	3ft	August September October	Blue
Forb	F	AST33F	Symphyotrichum turbinellum (Prairie Aster)	"50,000"	400	C(30)	$3.50	$6.25	$10.00	$16.25	$25.00	$375.00							Symphyotrichum turbinellum (Prairie Aster)	Full to Partial	Medium to Medium-Dry	3ft	September October	Purple
Forb	F	AST29F	Symphyotrichum urophyllum (Arrow-leaved Aster)	"62,000"	200	"C(60),D"	$3.50												Symphyotrichum urophyllum (Arrow-leaved Aster)	Full to Shade	Medium to Medium-Dry	3ft	August September October	Blue
Forb	F	TAE02F	Taenidia integerrima (Yellow Pimpernel)	"6,000"	90	"C(60),M"	$3.50	$8.50	$12.75	$21.50								$189.00	Taenidia integerrima (Yellow Pimpernel)	Full to Shade	Medium to Medium-Dry	3ft	May June July	Yellow
Forb	F	TAL04F	Talinum parviflorum (Small-flower Fame Flower)	"145,000"	100	?	$3.50												Talinum parviflorum (Small-flower Fame Flower)	Full	Dry	9in	May June July August	Pink
Forb	F	TEP02F	Tephrosia virginiana (Goat's Rue)	"1,900"	30	"C(10),H,I"												$279.00	Tephrosia virginiana (Goat's Rue)	Full to Partial	Medium to Dry	12in	June July	Yellow
Forb	F	TEU02F	Teucrium canadense (Germander)	"13,000"	300	C(60)	$3.50	$6.25	$10.00	$16.25	$25.00								Teucrium canadense (Germander)	Full to Partial	Medium-Wet to Medium-Dry	3ft	July August September	Pink
Forb	F	THA02F	Thalictrum dasycarpum (Purple Meadow Rue)	"8,500"	200	"C(60),G"	$3.50	$4.00	$4.80	$7.80	$12.00		$8.00					$169.00	Thalictrum dasycarpum (Purple Meadow Rue)	Full to Partial	Medium-Wet to Medium	6ft	June July	Cream
Forb	F	THA04F	Thalictrum dioicum (Early Meadow Rue)	"8,500"	100	C(60)	$3.50						$10.00					$189.00	Thalictrum dioicum (Early Meadow Rue)	Partial to Shade	Medium-Wet to Medium-Dry	2ft	April May	Green
Forb	F	THA52F	Thaspium trifoliatum var. flavum (Meadow Parsnip)	"7,500"	100	"C(120),G,M"	$3.50	$7.50	$12.00										Thaspium trifoliatum var. flavum (Meadow Parsnip)	Full to Shade	Medium to Medium-Dry	2ft	May June July	Yellow
Forb	F	THE02F	Thermopsis caroliniana (Blue-Ridge Buckbean)	"4,000"	30	"A,H,I"	$3.50						$12.00						Thermopsis caroliniana (Blue-Ridge Buckbean)	Full to Partial	Medium to Dry	4ft	May June	Yellow
Forb	F	TRA02F	Tradescantia bracteata (Prairie Spiderwort)	"10,000"	150	"C(120),M,G"	$3.50	$7.50	$12.00	$19.50			$7.00						Tradescantia bracteata (Prairie Spiderwort)	Full	Medium to Dry	12in	May June July	Purple
Forb	F	TRA04F	Tradescantia occidentalis (Western Spiderwort)	"8,000"	200	"C(120),M,G"	$3.50	$5.00	$8.00	$13.00	$20.00								Tradescantia occidentalis (Western Spiderwort)	Full	Medium to Dry	2ft	May June July	Blue
Forb	F	TRA06F	Tradescantia ohiensis (Ohio Spiderwort)	"8,000"	150	"C(120),M,G"	$3.50	$5.00	$8.00	$13.00	$20.00	$300.00	$7.00				$169.00	$159.00	Tradescantia ohiensis (Ohio Spiderwort)	Full to Partial	Medium-Wet to Dry	3ft	May June July	Blue
Grass/Sedge/Rush	G	TRI01G	Tridens flavus (Purpletop)	"26,000"	"1,000"	C(60)	$3.50				$4.00	$45.00							Tridens flavus (Purpletop)	Full to Partial	Medium-Dry to Dry	4ft	August September October	
Forb	F	TRI01F	Trillium cernuum (Nodding Trillium)	"3,000"	10	"F,L"	$3.50	$17.50	$30.00										Trillium cernuum (Nodding Trillium)	Partial to Shade	Wet to Medium	18in	May June	White
Forb	F	TRI02F	Trillium grandiflorum (Large-flowered Trillium)	"2,300"	20	"F,L"	$3.50	$17.50					$15.00						Trillium grandiflorum (Large-flowered Trillium)	Partial to Shade	Medium-Wet to Medium	12in	April May June	White
Forb	F	TRI04F	Trillium recurvatum (Prairie Trillium)										$12.00						Trillium recurvatum (Prairie Trillium)	Partial to Shade	Medium-Wet to Medium	12in	April May	Red
Forb	F	TRI52F	Triodanis perfoliata (Venus' Looking Glass)	"800,000"	750	C(60)	$3.50												Triodanus perfoliata (Venus' Looking Glass)	Full to Partial 	Dry	2ft	May June July August	Purple
Forb	F	TRI03F	Triosteum aurantiacum (Early Horse Gentian)	650	15	?	$3.50	$7.50											Triosteum aurantiacum (Early Horse Gentian)	Partial to Shade	Medium to Medium-Dry	3ft	May June	Red
Forb	F	TRI54F	Triosteum perfoliatum (Late Horse Gentian)	550	15	?	$3.50	$6.25	$10.00										Triosteum perfoliatum (Late Horse Gentian)	Full to Shade	Medium to Medium-Dry	3ft	May June	Red
Cover Crop	C	TRICC	Triticum aestivum (Winter Wheat) - Cover Crop	750								$4.00							Triticum aestivum (Winter Wheat) - Cover Crop	Full to Partial	Medium to Dry	5ft		
Forb	F	UVU04F	Uvularia grandiflora (Bellwort)	"1,000"	10	"L,E"	$3.50	$11.25	$17.50				$10.00						Uvularia grandiflora (Bellwort)	Partial to Shade	Medium-Wet to Medium-Dry	12in	April May	Yellow
Forb	F	UVU06F	Uvularia sessilifolia (Sessile-leaf Bellwort)	900	10	F?	$3.50	$15.00					$12.00						Uvularia sessilifolia (Sessile-leaf Bellwort)	Partial to Shade	Medium-Wet to Medium-Dry	12in	April May	Cream
Forb	F	VER02F	Verbena hastata (Blue Vervain)	"93,000"	750	"C(30),D"	$3.50			$4.50	$5.00	$75.00	$7.00	$21.00			$169.00	$159.00	Verbena hastata (Blue Vervain)	Full to Partial	Wet to Medium	5ft	July August September	Blue
Forb	F	VER08F	Verbena simplex (Narrow-leaved Vervain)	"34,000"	200	C(30)	$3.50												Verbena simplex (Narrow-leaved Vervain)	Full	Medium-Dry to Dry	2ft	June July August	Purple
Forb	F	VER04F	Verbena stricta (Hoary Vervain)	"25,000"	750	"C(60),D"	$3.50	$4.00	$4.50	$5.20	$8.00	$120.00	$8.00				$169.00	$159.00	Verbena stricta (Hoary Vervain)	Full to Partial	Medium-Dry to Dry	2ft	June July August September	Blue
Forb	F	VER06F	Verbena urticifolia (White Vervain)	"60,000"	"1,000"	"C(60),D"	$3.50			$4.50	$5.00	$75.00							Verbena urticifolia (White Vervain)	Full to Shade	Medium-Wet to Medium	5ft	June July August September October	White
Forb	F	ACT02F	Verbesina alternifolia (Wingstem)	"6,000"	300	C(30)	$3.50	$4.50	$6.00	$9.75	$15.00	$225.00							Verbesina alternifolia (Wingstem)	Partial to Shade	Medium-Wet to Medium	8ft	July August September October	Yellow
Forb	F	VER20F	Verbesina helianthoides (Yellow Crownbeard)	"7,000"	250	C(60)	$3.50	$4.00	$6.00	$9.75	$15.00								Verbesina helianthoides (Yellow Crownbeard)	Full to Partial	Medium	4ft	July August	Yellow
Forb	F	VER11F	Vernonia baldwinii (Western Ironweed)	"21,000"	200	C(60)	$3.50												Vernonia baldwinii (Western Ironweed)	Full	Medium to Medium-Dry	3ft	July August September	Purple
Forb	F	VER52F	Vernonia fasciculata (Common Ironweed)	"20,000"	500	C(60)	$3.50	$4.50	$6.00	$9.75	$15.00	$225.00		$21.00			$169.00	$159.00	Vernonia fasciculata (Common Ironweed)	Full to Partial	Medium-Wet to Medium	6ft	July August September	Purple
Forb	F	VER10F	Vernonia gigantea (Tall Ironweed)	"23,000"	400	C(60)	$3.50	$4.00	$4.50	$5.20	$8.00	$120.00							Vernonia gigantea (Tall Ironweed)	Full to Partial	Medium-Wet to Medium	5ft	August September October	Purple
Forb	F	VER54F	Vernonia missurica (Missouri Ironweed)	"22,000"	250	C(60)	$3.50						$10.00					$159.00	Vernonia missurica (Missouri Ironweed)	Full	Medium-Wet to Medium-Dry	5ft	July August September October	Purple
Forb	F	VER56F	Vernonia noveboracensis (New York Ironweed)	"25,000"	400	C(60)	$3.50	$5.00	$8.00	$13.00	$20.00								Vernonia noveboracensis (New York Ironweed)	Full to Partial	Medium-Wet to Medium	6ft	July August September	Purple
Forb	F	VER72F	Veronicastrum virginicum (Culver's Root)	"800,000"	"2,000"	"A,D"	$3.50	$11.25	$17.50	$30.00	$50.00		$10.00	$21.00			$169.00	$169.00	Veronicastrum virginicum (Culver's Root)	Full to Partial	Medium-Wet to Medium-Dry	5ft	June July August	White
Tree/Shrub/Woody Vine	T	VIB06T	Viburnum trilobum (American Cranberrybush)	600	15	F	$3.50	$5.00	$8.00	$13.00	$20.00								Viburnum trilobum (American Cranberrybush)	Full to Partial	Wet to Medium	up to 12ft	May June	White
Forb	F	VIO06F	Viola eriocarpa (Smooth Yellow Violet)	"8,500"	20	"C(60),D,M"	$3.50						$7.00		$109.00				Viola pubescens var. eriocarpa (Smooth Yellow Violet)	Partial	Medium-Wet to Medium	6in	April May June	Yellow
Forb	F	VIO12F	Viola pedata (Bird's Foot Violet)	"26,000"	25	"C(60),D,M"	$3.50											$189.00	Viola pedata (Bird's Foot Violet)	Full to Partial	Medium to Dry	3in	April May June	Purple
Forb	F	VIO14F	Viola pedatifida (Prairie Violet)	"18,000"	100	"C(60),M"							$7.00					$189.00	Viola pedatifida (Prairie Violet)	Full to Partial	Medium to Medium-Dry	6in	April May June	Purple
Forb	F	VIO10F	Viola sororia (Common Blue Violet)	"15,000"	50	"C(60),M,D"	$3.50						$6.00					$169.00	Viola sororia (Common Blue Violet)	Full to Shade	Medium-Wet to Medium-Dry	4in	April May June	Purple
Forb	F	VIO13F	Viola sororia f. priceana (Common Blue Violet - bi-colored form)	"14,000"	30	"C(60),M,D"							$7.00						Viola sororia f. priceana (Common Blue Violet - bi-colored form)	Full to Shade	Medium-Wet to Medium-Dry	4in	April May June	White
Forb	F	VIO22F	"Viola sororia f. rubra (Common Blue Violet, pink form)"	"14,500"	25	"C(60),M"	$3.50						$7.00						"Viola sororia f. rubra (Common Blue Violet, pink form)"	Full to Shade	Medium-Wet to Medium-Dry	4in	April May June	Pink
Forb	F	VIO20F	Viola striata (Cream Violet)	"18,000"	25	M	$3.50						$6.00						Viola striata (Cream Violet)	Partial to Shade	Medium-Wet to Medium-Dry	5in	May June	Cream
Tree/Shrub/Woody Vine	T	YUC02T	Yucca glauca (Soapweed)	"1,800"	30	A	$3.50	$4.00	$4.50	$5.20	$8.00								Yucca glauca (Soapweed)	Full	Medium to Dry	4ft	May June	White
Forb	F	ZIG02F	Zigadneus elegans (White Camass)	"23,000"	75	"C(60),M"	$3.50	$12.50	$20.00	$35.00	$60.00		$20.00						Zigadenus elegans (White Camass)	Full to Partial	Medium to Dry	3ft	May June	White
Forb	F	ZIZ02F	Zizia aptera (Heart-leaf Golden Alexanders)	"8,400"	150	"C(60),G,M"	$3.50	$7.50	$12.00	$19.50	$30.00	$450.00						$169.00	Zizia aptera (Heart-leaf Golden Alexanders)	Full to Partial	Medium to Medium-Dry	2ft	April May	Yellow
Forb	F	ZIZ04F	Zizia aurea (Golden Alexanders)	"11,000"	150	"C(60),G,M"	$3.50		$4.00	$5.00	$6.00	$90.00		$21.00			$169.00	$169.00	Zizia aurea (Golden Alexanders)	Full to Partial	Medium-Wet to Medium-Dry	3ft	April May June	Yellow
